class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_permalink,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,has_part_value
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,identifier,https://edit16.iccu.sbn.it/titolo/CNCE034620,,,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6VsWMJ2RVTg7,EDIT16,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QXGbSHBTa8pT,poetry collection,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,title,,,,,,"De sonetti di m. Benedetto Varchi, parte prima",,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,inception,,,,,,,1555.0,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,has_version,,,,,,,,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvYVBMCkzMzW', 'label': 'Firenze'}]",1555.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TgPgRL9rfGmQ', 'label': 'Lorenzo Torrentino'}",https://edit16.iccu.sbn.it/titolo/CNCE034620,https://books.google.it/books?id=-knLDHx51k8C&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hybEFcuqMtfz,Benedetto Varchi,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,subject,,,,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",RhfimLfmqPRs,488984543426090421892,has_part,,,,,,,,,,,,,,,,,
