class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2brEqdcLsYfo,Giordano Bruno,,,,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NaH87wQeSvh2,Dialogo Primo.,De gli eroici furori,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T5kQoJ6RQuQc,oxymoron,,,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PEWn5KBtcVnB,arrow,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dP6pRwh4sN3U,magic,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Cara, suave, et honorata piaga",,,"Cara, suave, et honorata piaga","Cara, suave, et honorata piaga.md",jHVCPwZpWReB,851675042240677060452,text,,,,,,,,,,,,,,,,,,,,,,,"Cara, suave et honorata piaga
Del più bel dardo che mai scelse amore;
Alto, leggiadro, et precioso ardore
Che gir fai l'alma di sempr'arder vaga.

Qual forza d'herba, et virtù d'arte maga
Ti torrà mai dal centro del mio core;
Se chi vi porge ogn'hor fresco vigore
Quanto più mi tormenta, più m'appaga?

Dolce mio duol, novo nel mond'et raro,
Quando del peso tuo girò mai scarco,
S'il rimedio m'è noia, e'l mal diletto?

Occhi, del mio signor facelle et arco,
Doppiate fiamme a l'alma, et strali al petto,
Poich'il languir m'è dolce e l'ardor caro."
