class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,identifier,http://www.wikidata.org/entity/Q1370859,,,,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,described_by_source,,,,,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn,Firenze,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,member_of,,,,,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TrNJvhKd8rv2,sculptor,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,related_to,,,,,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,notable_work,,,,,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,interested_in,,,,,,,,,,,,,,,
Agent,Raffaello da Montelupo,,,Raffaello da Montelupo,Raffaello da Montelupo.md,BvdngmrfmwNS,204776112114626826198,catalog_identifier,,,,,,,,,,,,,,,
