class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,metre_value,metre_label,identifier_value,described_by_source_value,described_by_source_label
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QypSgehNnySf,villanella,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PfmM4nEirrZh,Andrea Calmo,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ybFxsvJusaH,Lodovico Agostini,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aGnhW9VeSa8N,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,instrumentation,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,based_on,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,text,,,,,,,,,,,"Sapie cari signori
Che queste bizzarrie
È xe de varij autori
Che per contento sol de li so cori
S'è tolto spasso con ste fantasie
Così digand'andar de più saori.",,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,language,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SUJFCY5REehL,Venetian,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ye88EjEg6hpa,commedia dell'arte,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B23Vk5xdu2BR,bizzarria,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,depicts,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,identifier,,,,,,,,,,,,,,,,,,,,,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/247410000010101_000000002400C,,
MusicComposition,Sapie cari signori (Agostini),Sapie cari signori (Agostini).md,Sapie cari signori (Agostini),RcVoi6yTCp4G,487111412960828620877,described_by_source,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM
