class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,coincidentia oppositorum,,['unity of opposites'],coincidentia oppositorum,coincidentia oppositorum.md,eKfK3dJ3Kuom,749283864337242200716,identifier,http://www.wikidata.org/entity/Q2712971,
Concept,coincidentia oppositorum,,['unity of opposites'],coincidentia oppositorum,coincidentia oppositorum.md,eKfK3dJ3Kuom,749283864337242200716,described_by_source,,
