class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,identifier,http://www.wikidata.org/entity/Q108717253,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,described_by_source,,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,member_of,,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,related_to,,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,notable_work,,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,interested_in,,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Sebastiano Combi,,,Sebastiano Combi,Sebastiano Combi.md,9NnuLp8ZKfPL,151977149863219152900,present_in_work,,,,,,,,,,,,,,,,
