class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,identifier,http://www.wikidata.org/entity/Q3766123,,,,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,described_by_source,,,,,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,work_location,,,,,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HgeP9DKTPBeR,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/25S6pggBXEvH', 'label': '(Tostini 2017)'}]",Accademia degli Oziosi di Napoli,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PE5uAEyVKtpe,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/25S6pggBXEvH', 'label': '(Tostini 2017)'}]",Accademia degli Umoristi di Roma,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,related_to,,,,,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,notable_work,,,,,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,interested_in,,,,,,,,,,,,,,,,,
Agent,Giovanni Francesco Maia Materdona,,['Gianfrancesco Maia Materdona'],Giovanni Francesco Maia Materdona,Giovanni Francesco Maia Materdona.md,VfXvKbubUY6q,570754551485016269330,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5149.0
