class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZmhzcSbPoocH,Rime della S. Isabella Andreini.,287.0,Rime di diversi celebri poeti dell'età nostra,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BgmxnNpBupRa,dialogue,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7iFPYdb9Lkjr,death,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VGUgNmuMpvAd,heart,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ndCJMutbF4oJ,Filli,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",G2Jcn6TA34iX,289008096653029602569,text,,,,,,,,,,,,,,,,,,,,,,"Filli. DIMMI, lasso, mio core,
Quand'havrà fine il mio sì lungo errore?
Core. Incauta, hor come vuoi
Ch'habbiano fine i miei martiri, e i tuoi,
Se di me ti privasti,
Et a chi non mi volse, m'inviasti?
Ei non mi vuol; tu mi ricusi: ond'io
Odio lo stato mio.
Filli. Dunque non havrà fin sì dura sorte?
Core. Non havrà fin giamai, se non per morte."
