class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_label,occupation_value,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,identifier,http://www.wikidata.org/entity/Q60139,,,,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,described_by_source,,,,,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,work_location,,,,,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ePeFCnp2Qhhn,Accademia delle Assicurate di Siena,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,occupation,,,,,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,related_to,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NqoZxCbzEnSz,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4KLdoEW9rAv', 'label': 'patron of the arts'}",Barbara degli Albizzi Tagliamochi,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,notable_work,,,,,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,interested_in,,,,,,,,,,,,,,,,,
Agent,Vittoria della Rovere,,"[""Vittoria della Rovere de' Medici""]",Vittoria della Rovere,Vittoria della Rovere.md,X4biz7FmNDEb,599379328625988671169,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",20220.0
