class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PVJ92w9D4VE7,(Gambara 2014),,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,part_of,,,,,,,,,"Poems of Love, 15",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PVJ92w9D4VE7,(Gambara 2014),,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7x36KYFM8h7h,memory,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mRQuwpcHyKRP,Fortuna,,,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Poiché Fortuna volse farmi priva,"Fortune has deprived the author from her beloved, but his memory keeps a sweet-bitter remembrance in her thoughts.",,Poiché Fortuna volse farmi priva,Poiché Fortuna volse farmi priva.md,VLkpDywwCP56,563957807644361048359,text,,,,,,,,,,,,,,,,,,,,,,,,"Poiché Fortuna volse farmi priva
di te, Signor mio car, deh! tolto almeno
m'avesse la memoria, che 'l cor pieno
tien de' martiri che da lei deriva.

Che dich'io, stolta? senza lei non viva
sarei, perché, pensando a quello ameno
piacer ond'io mi pasco e vengo meno,
se ben mi spinge in mar può trarmi a riva.

La memoria mantienmi e mi disface;
la memoria mi fa lieta e scontenta;
ne la memoria il ben e 'l mal mio iace.

La memoria m'allegra e mi tormenta;
dunque da la memoria ho guerra e pace,
e in tal variar lei sola mi contenta."
