class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dGUWfMNNCYuo,Gaspara Stampa,,,,,,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,part_of,,,,,,,,89.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENUbQJ8t6z8B,1.0,Gaspara Stampa.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z5e4Z6WMSNSn,despair,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MVesHQPbVg5X,metaphor,,,,,,,,,
PoeticWork,Ch'il crederia? Felice era il mio stato,The fortune of the author has turned for the worse. Use of poison and thorns to indicate her grief.,,Ch'il crederia? Felice era il mio stato,Ch'il crederia? Felice era il mio stato.md,YGkFotG2Aedt,624413763106483945169,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
