class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,identifier,http://www.wikidata.org/entity/Q352663,,,,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,identifier,https://lyra.unil.ch/agents/49,,,,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLb6JFQe3x4B,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hf8QuFxNx8Jg', 'label': '(Occhipinti 2017)'}]",Accademia delle Notti Vaticane,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,related_to,,,,,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,notable_work,,,,,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,interested_in,,,,,,,,,,,,,,,,,,
Agent,Sperone Speroni,,['Sperone Speroni degli Alvarotti'],Sperone Speroni,Sperone Speroni.md,keEYSEu5vtER,879820603218248663507,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",9230.0
