class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aS9jDyDiqBTA,Francesco Maria Santinelli,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,part_of,,,,,,,,Descrittione del Tempo,Rime morali,62.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQq3N3zLE9Lo,(Santinelli 1985),,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mKfEc82yh2qM,philosophy,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UqnUAQGAvufG,Allegory of Prudence,,,,,,,,,
PoeticWork,Di tre corpi è composto il Tempo alato,"Praise of Time, divided in the three bodies of Present, Past and Future. The three entities are related to a lightning, a dream, and a shadow respectively.",,Di tre corpi è composto il Tempo alato,Di tre corpi è composto il Tempo alato.md,mVByEG7zirhk,897181911053943473670,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
