class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value
Place,Switzerland,,,Switzerland,Switzerland.md,MvUNWCtAGXC6,411075252907819813366,identifier,http://www.wikidata.org/entity/Q39,,,,
Place,Switzerland,,,Switzerland,Switzerland.md,MvUNWCtAGXC6,411075252907819813366,described_by_source,,,,,
Place,Switzerland,,,Switzerland,Switzerland.md,MvUNWCtAGXC6,411075252907819813366,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AyrcL5v7u9qb,country,
Place,Switzerland,,,Switzerland,Switzerland.md,MvUNWCtAGXC6,411075252907819813366,country,,,,,
