class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/APcw3ZUjQEAq,Girolamo Muzio,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,part_of,,,,,,,,24-25,Girolamo Mutio.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5iXwaGiNygMt,Rime diverse del Mutio Iustinopolitano,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BQRZFgW6wAyq,ingenuity,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,text,,,,,,,,,,,,,,,,,,,,,,"DONNA reale, a cui dal Sol superno
Fu del suo lume data sì gran parte,
Ch'occhio mortal, non scorge in altra parte
Più chiaro il fiammeggiar del foco eterno;

Quantunque volte col pensier m'interno
Al ben, che'l Cielo in voi largo comparte,
Veggio mancare ingegni, e lingue, e carte,
A la divinità, ch'in voi discerno.

Ma dapoi che virtù d'humano ingegno,
Ben ch'ogn'alma gentil di voi s'honori,
Non può de' merti vostri andare al segno;

Un novo Tempio a' vostri eccelsi honori
Consacra il Mondo; e veramente è degno,
Ch'in voi di DIO l'imagine s'adori.",,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,g5DwVJHqSN44,785326121097334774586,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
