class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,identifier,http://id.sbn.it/bid/UM1V017704,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr,Bologna,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mWwsLAHpHDwR,Il Tenebroso,Accademia dei Gelati di Bologna,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,occupation,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,related_to,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,notable_work,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,interested_in,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5036.0,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,hGWk3kKYpoWd,810051086834317571015,present_in_work,,,,,,,,,,,,,,,,,,
