class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,identifier,http://www.wikidata.org/entity/Q2591466,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,described_by_source,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,work_location,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,member_of,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5K5Fc8Tejhd9,translator,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FJzQoB8QSGjd,editor,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,related_to,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,notable_work,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4Q6mPjKkDUQ,querelle des femmes,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,iG4CDYfH7psW,830518302132778280287,present_in_work,,,,,,,,,,,,,,,,
