class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,poetry,,"['rima', 'rime', 'poesia', 'poesie']",poetry,poetry.md,BvVWzBztq38s,204723551579496968254,identifier,http://www.wikidata.org/entity/Q482,
Concept,poetry,,"['rima', 'rime', 'poesia', 'poesie']",poetry,poetry.md,BvVWzBztq38s,204723551579496968254,described_by_source,,
