class,aliases,base_name,filename,label,id,n_id,property,part_of_value,citation_value,isbn_value
BibliographicResource,['wilbourneSeventeenthcenturyOperaSound2016'],(Wilbourne 2016),(Wilbourne 2016).md,(Wilbourne 2016),ZmLq78UxndGN,655399903419042767783,part_of,,,
BibliographicResource,['wilbourneSeventeenthcenturyOperaSound2016'],(Wilbourne 2016),(Wilbourne 2016).md,(Wilbourne 2016),ZmLq78UxndGN,655399903419042767783,citation,,"Wilbourne, Emily. 2016. Seventeenth-Century Opera and the Sound of the Commedia Dell’Arte. Chicago: University of Chicago Press.",
BibliographicResource,['wilbourneSeventeenthcenturyOperaSound2016'],(Wilbourne 2016),(Wilbourne 2016).md,(Wilbourne 2016),ZmLq78UxndGN,655399903419042767783,isbn,,,978-0-226-40157-7
