class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,inception_sourcing_circumstances,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FdiBEDVUfTuf,academia fictiva,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,inception,,,1560.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QWmtzgCRQ9wY', 'label': 'circa'}",,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,dissolved,,,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,location,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL,Napoli,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,official_website,,,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,catalog_identifier,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",55.0,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,member,,,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,interested_in,,,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,notable_work,,,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,related_to,,,,,,,,,,,,,,,
Organisation,Accademia dei Segreti di Napoli,Accademia dei Segreti di Napoli.md,Accademia dei Segreti di Napoli,n4LerF42HfPJ,908822094003789750988,motto,,,,,,,,,,,,,,,
