class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publisher,has_version_publication_date,has_version_place_of_publication,has_version_note,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,identifier,http://id.sbn.it/bid/MUS0151812,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV06240010,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,identifier,https://rism.online/sources/990012715,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,identifier,https://musicare.beniculturali.unipd.it/database/editions/004544.html,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dmwyPyczveEX,Musicare DB,,,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7SkukMmayjC,incomplete,,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,title,,,,,,Il Secondo libro de Madrigali a cinque voci di Giovan Battista dalla Gostena novamente dato in luce da Simone Molinaro,,,,,,,,,,,,,,
NotatedMusic,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena.md,nV2HEMzUaNGd,917756190824953615484,inception,,,,,,,1595.0,,,,,,,,,,,,,
