class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,citation_value
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,CGovjWMZmRig,211719156797851765376,isbn,978-0-8108-6033-9,,,
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,CGovjWMZmRig,211719156797851765376,described_by_source,,,,
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,CGovjWMZmRig,211719156797851765376,part_of,,,,
BibliographicResource,(Perrucci [1699] 2008),,['perrucciTreatiseActingMemory2008'],(Perrucci [1699] 2008),(Perrucci [1699] 2008).md,CGovjWMZmRig,211719156797851765376,citation,,,,"Perrucci, Andrea. (1699) 2008. A Treatise on Acting, from Memory and by Improvisation (1699). Edited by Francesco Cotticelli and Thomas F. Heck. Translated by Anne Goodrich Heck. Scarecrow Press."
