class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/165380000010101_000000055700C,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",[[Jacopo Sannazaro]],,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kp4ihyYwsoek,Maddalena Casulana,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RnBreoMf52JQ,Di Maddalena Casulana il secondo libro de madrigali a quattro voci,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,based_on,,,,,,,,,,,,[[Monti selve fontane piagg'e sassi]],,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,text,,,,,,,,,,,,,,"Cinta di fior'un giorno
A la riva d'un fiume
Sedea la nimpha mia pescand'al'onde
E gli augellett'intorno
E gli arbor'e le fronde
Facean cantando fest'al suo bel lume
E non s'udivan venti
Al suon d'i dolc'accenti
Mentre lieta cantando
S'accordan l'onde seco mormorando.",,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,language,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kVrAkrexneyx,pastoral,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4fRE7J9jYy6N,music making,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,poetic_type,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HyEHYV8QKT42,nymph,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ihyMMKCExRxW,tree,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g8Up2rMGBphr,songbirds,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Nf6cF32SCt6E,singing,,
MusicComposition,Monti selve fontane piagg'e sassi (Casulana),,,Monti selve fontane piagg'e sassi (Casulana),Monti selve fontane piagg'e sassi (Casulana).md,PhNdEBiChvwx,447604150731942765336,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable
