class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,villanella,,,villanella,villanella.md,2bhdRbc5uz6o,12198753089760237132,identifier,http://www.wikidata.org/entity/Q2273147,,,
Concept,villanella,,,villanella,villanella.md,2bhdRbc5uz6o,12198753089760237132,described_by_source,,,,
Concept,villanella,,,villanella,villanella.md,2bhdRbc5uz6o,12198753089760237132,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GXzFV7GJMm6U,type of musical work
