class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,"['tiranno', 'tiranna']",tyrant,tyrant.md,tyrant,LTQ6mRAUPjbA,380637294095342110616,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,,
Concept,"['tiranno', 'tiranna']",tyrant,tyrant.md,tyrant,LTQ6mRAUPjbA,380637294095342110616,subclass_of,,,,,
Concept,"['tiranno', 'tiranna']",tyrant,tyrant.md,tyrant,LTQ6mRAUPjbA,380637294095342110616,opposite_of,,,,,
Concept,"['tiranno', 'tiranna']",tyrant,tyrant.md,tyrant,LTQ6mRAUPjbA,380637294095342110616,identifier,,,,,http://www.wikidata.org/entity/Q180095
