class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_volume,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/010780000101_PPPP00245600C,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BVmVM3rL2WcH,Giulio Renaldi,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,part_of,,,,,,,,,Musica. Alla M. Illustre Signora Contessa D. Ismeria Alberti Sareghi. Cesare Rinaldi.,95.0,4.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BwRaqPWUAJzz,Il Gareggiamento poetico del Confuso Accademico Ordito,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,based_on,,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,subject,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHJG3dg7VrRb,music making,,,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,poetic_type,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UqnUAQGAvufG,Allegory of Prudence,,,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,language,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Qual fu, qual è, qual fia",,,"Qual fu, qual è, qual fia","Qual fu, qual è, qual fia.md",mG7ucGK9Wzem,892449669194999617588,text,,,,,,,,,,,,,,,,,,,,,,,,,,"Qual fu, qual è, qual fia,
Cantando l'immortali
Perché tra lor lo stato dei mortali:
Il cantar nostro sia
Simile a quel; siam'tre canta tu Lisa,
Tu canta, Amor, & io
Canterò canterem'lo stato mio:
Cantiamo in dolce guisa,
Come fu, come fia, com'è dolente
Il passato, il futuro, ed'il presente."
