class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SY5NU7EhYrpD,Marta Bonanno,,,,,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,part_of,,,,,,,,"Risposta della Signora Marta Bonanno a. M. Giovan Battista Macerello al Sonetto, questa c'ha nome a fogli. 120.",185.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mG2c7PSdH8gQ,Rime della Accademia de gli Accesi di Palermo,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UR9WWTiYMbWy,devotion,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/65kk35c5Htpb,humility,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MVesHQPbVg5X,metaphor,,,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bRAwscJNiqSd,ice,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M5s27pP8VYFC,Sun,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MiEZVRza7UDo,celestial body,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Af5NyLo5WJPc,woman,,,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Come s' appare il Sol o al caldo o al Gelo,,,Come s' appare il Sol o al caldo o al Gelo,Come s' appare il Sol o al caldo o al Gelo.md,gVXFG5zTiwPC,794124764366131585513,text,,,,,,,,,,,,,,,,,,,,,,,,"Come s' appare il Sol o al caldo o al Gelo
Ogni stella al suo lume oscura riede
Così s' ingegno è in me subito cede
Al vostro ingegno, ond'io vaneggio, e gelo,

E se la vostra caritade, e'l zelo
Vostro, sì come a voi ben si richiede
M'han lodato via più ch'altri non crede
Non lodin me, ch' omai m'ascondo, e celo,

Lodisi'l bel che sì riluce in quella
Ch'è madre, e gode in ciel l' eterno amante
E chiara splende in questa nostra spiaggia.

Non caduca beltà che vile ancella
E del Tempo, e convien che passi o caggia
Ma lodinsi del ciel l' eterne, e sante."
