class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_source,catalog_identifier_value
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,identifier,http://www.wikidata.org/entity/Q3769562,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,described_by_source,,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,work_location,,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,member_of,,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,occupation,,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,related_to,,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,notable_work,,,,,,,,,,,,,,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,interested_in,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NALenMNqEw64,impresa,,
Agent,Giulio Cesare Capaccio,,,Giulio Cesare Capaccio,Giulio Cesare Capaccio.md,LecpVz9RT6xT,384700528162221356923,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",15014.0
