class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,science,,,science,science.md,a5JvBYzKXPyS,661542332936046786288,identifier,http://www.wikidata.org/entity/Q336,
Concept,science,,,science,science.md,a5JvBYzKXPyS,661542332936046786288,described_by_source,,
