class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Padova,,['Padua'],Padova,Padova.md,Xcfe7aKfnNfN,610989256592382109748,identifier,http://www.wikidata.org/entity/Q617,,,,,
Place,Padova,,['Padua'],Padova,Padova.md,Xcfe7aKfnNfN,610989256592382109748,described_by_source,,,,,,
Place,Padova,,['Padua'],Padova,Padova.md,Xcfe7aKfnNfN,610989256592382109748,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,
Place,Padova,,['Padua'],Padova,Padova.md,Xcfe7aKfnNfN,610989256592382109748,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy
