class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=22684,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KkirRe7joUQE,Tullia d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,part_of,,,,,,,,11.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fJsWsFf9zJgc,A Pietro Manelli.,Rime della signora Tullia di Aragona et di diversi a lei,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iWa8EnwdNBqa,fleeing,,,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GMAwvtJt3st5,chain,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nZgAbVHnJRKY,Venus,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rq5MFqmMSfYb,Cupid,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fVRm9jRRcpKj,Saint Philomena,,,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Qual vaga Philomena, che fuggita",,,"Qual vaga Philomena, che fuggita","Qual vaga Philomena, che fuggita.md",PwV6FqLNRz7V,452713626547184329746,text,,,,,,,,,,,,,,,,,,,,,,,,"Qual vaga Philomena, che fuggita
È da la odiata gabbia, & in superba
Vista sen'va tra gli arboscelli, & l'erba,
Tornata in libertate, e in lieta vita;

Er'io da gli amorosi lacci uscita,
Schernendo ogni martire, & pena acerba
De l'incredibil duol, ch'in sé riserba
Qual ha per troppo amar l'alma smarrita.

Ben havev'io ritolte (ahi stella fera)
Dal tempio di Ciprigna le mie spoglie,
Et di lor pregio me n'andava altera;

Quand'a me Amor, le tue ritrose voglie
Muterò disse, & femmi prigioniera
Di tua virtù, per rinovar mie doglie."
