class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_volume,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QEHnALkfAA5F,Ippolita Benigni Manfredi,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,part_of,,,,,,,,Ippolita Benegni. Manfredi.,61.0,2.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AqfSVRY3KtFh,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kiy25fDKSzMY,devotion,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4Q6mPjKkDUQ,querelle des femmes,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",hVoyUC5G5XEB,814866991341891559056,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
