class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_note,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F099140000010101_000000076800C,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/APcw3ZUjQEAq,Girolamo Muzio,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7Y29ffZ8xr7v,Alfonso dalla Viola,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f98iEviKik3n,Primo libro di Madrigali d'Alfonso dalla Viola,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/27cy82yr7S7z,Incipit assonance.,Alma beata e bella,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,È veramente ceco (Viola),,,È veramente ceco (Viola),È veramente ceco (Viola).md,h5qmeaLDaX3s,806189577473447447452,text,,,,,,,,,,,,,,,,"Alma beata e bella
Che a le quiete piume
Si, proprio mi mostraste il chiaro lume
Quando tornerà più si lieto il sonno
Che di voi mi conceda quel che tanti
Sospir tormenti e pianti
Interceder ne gratia un qua non ponno,
Deh se pietade mai pungergli il petto
Col sogno e con la mia benigna stella
Ritorna a me sovente
E si m’opprima l’aﬀannata mente
Che con quei grati et amorosi gesti
Sempre io stia seco e mai più non mi desti.",,,,,,,,,
