class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,princess,princess.md,princess,MP7QJCKH94z7,399719038311354097811,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,
Concept,princess,princess.md,princess,MP7QJCKH94z7,399719038311354097811,subclass_of,,,,
Concept,princess,princess.md,princess,MP7QJCKH94z7,399719038311354097811,identifier,,,,http://www.wikidata.org/entity/Q863048
