class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,Italian language,,,Italian language,Italian language.md,YjEbqBCorpnK,634000350282017068886,identifier,http://www.wikidata.org/entity/Q652,,,,
Concept,Italian language,,,Italian language,Italian language.md,YjEbqBCorpnK,634000350282017068886,described_by_source,,,,,
Concept,Italian language,,,Italian language,Italian language.md,YjEbqBCorpnK,634000350282017068886,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jh8gsPV8qSg8,language,
Concept,Italian language,,,Italian language,Italian language.md,YjEbqBCorpnK,634000350282017068886,subclass_of,,,,,
