class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,identifier_value
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,work_location,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,member_of,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,related_to,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,notable_work,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,interested_in,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,catalog_identifier,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,present_in_work,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,4N5nvwkLmKvr,48536527181852953770,identifier,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q5563608
