class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label
Concept,pseudonym,,,pseudonym,pseudonym.md,fCtm77Z5c7GM,767471003873337713128,identifier,http://www.wikidata.org/entity/Q61002,,
Concept,pseudonym,,,pseudonym,pseudonym.md,fCtm77Z5c7GM,767471003873337713128,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T6XPucm6p3fb,(Brown 2020)
