class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,ice,ice.md,ice,bRAwscJNiqSd,689368277500793074286,instance_of,,,
Concept,ice,ice.md,ice,bRAwscJNiqSd,689368277500793074286,subclass_of,,,
Concept,ice,ice.md,ice,bRAwscJNiqSd,689368277500793074286,identifier,,,http://www.wikidata.org/entity/Q23392
