class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,identifier,http://www.wikidata.org/entity/Q76738,,,,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gDgwAHCxMRtY,(Cornia and Forment 2024),,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gq8kT2zFQjEv,(McKay 2015),,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Kh6VwMSVUp3m,(Eco 2017),,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,work_location,,,,,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,member_of,,,,,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FGBfeZaVMD8g,Jesuit,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,related_to,,,,,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,notable_work,,,,,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RmaA75A9H4A7,ars combinatoria,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CRGHRPTeUdAW,artificiality,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jh8gsPV8qSg8,language,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Athanasius Kircher,,,Athanasius Kircher,Athanasius Kircher.md,gGnmBbze2MnW,789516937115750670820,present_in_work,,,,,,,,,,,,,,,,,
