class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PndEj8FtSonb,Giovanna d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dGUWfMNNCYuo,Gaspara Stampa,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,part_of,,,,,,,,149.0,Giovan Battista Giraldi Cinthio.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XFzV5zn8KYUy,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bn5ScQdZ4EM4,republic of letters,,,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Af5NyLo5WJPc,woman,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPwMwUsq27Kf,Compagnia dei Pastori Fratteggianti,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B6CY4dXVegaM,poetry,,,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,text,,,,,,,,,,,,,,,,,,,,,,"QUESTO felice, e glorioso Tempio
De la più chiara Dea, ch'oggi s'honori,
Poi ch'io non ho condegni incensi, e fiori
Colpa del duro mio destino, & empio,

Dietro a voi, che di morte fate scempio
Fra i famosi, e più saggi scrittori
Dotti figli d'Esperia almi pastori
Di queste belle rime adorno, & empio;

Che se m'havesse il Cielo alzata, dove
Alzato ha lei, alzato ha'l vostro stile,
Oh me beata, e paghi i desir miei.

Voi dunque in rime disusate, e nove,
Fate udire il suo nome a Battro, e a Tile,
E tutto quel ch'io volli, e non potei.",,
PoeticWork,"Questo felice, e glorioso Tempio",,,"Questo felice, e glorioso Tempio","Questo felice, e glorioso Tempio.md",YRYGu9SC8dct,627595967236048304066,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
