class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,identifier,http://www.wikidata.org/entity/Q387219,,,,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FNy2MyAhi2eX,(Ferrone 2011),,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,work_location,,,,,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,member_of,,,,,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/imEvebZ5kR6C,actor,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/65G5PeyB3GE6,playwright,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,related_to,,,,,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,notable_work,,,,,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fAjWJgtLnHhs,commedia dell'arte,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Flaminio Scala,,,Flaminio Scala,Flaminio Scala.md,FKKygf2cwhxy,274535444256648394420,present_in_work,,,,,,,,,,,,,,,,,
