class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,theologian,theologian.md,theologian,BwPnYw3EYwwk,205049209653947035281,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,
Concept,theologian,theologian.md,theologian,BwPnYw3EYwwk,205049209653947035281,subclass_of,,,,
Concept,theologian,theologian.md,theologian,BwPnYw3EYwwk,205049209653947035281,identifier,,,,http://www.wikidata.org/entity/Q1234713
