class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,identifier,http://www.wikidata.org/entity/Q4015285,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,described_by_source,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR,Ferrara,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,member_of,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,related_to,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,notable_work,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,interested_in,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,6rozP5T2VHGk,100213296473676589356,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",7563.0
