class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publisher,has_version_publication_date,has_version_place_of_publication,has_version_external_source,has_version_note,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,identifier,https://edit16.iccu.sbn.it/titolo/CNCE043620,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,identifier,https://rism.online/sources/990066689,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV08450010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,title,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,inception,,,,,,,1550.0,,,,,,,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE043620,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BAscdG7oumi7', 'label': 'Antonio Gardano'}",1550.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_U/U374/,Tenor only.,,,,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Qp9KXrKkaTXi,Francesco dalla Viola,,,,,
NotatedMusic,Di Francesco Viola il primo libro de madrigali a quattro voci,,,Di Francesco Viola il primo libro de madrigali a quattro voci,Di Francesco Viola il primo libro de madrigali a quattro voci.md,9QCS8BX4gKN2,152482233518206004184,subject,,,,,,,,,,,,,,,,,,,,,
