class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d564otbkr4yr,Veronica Gambara.,2.0,Rime di diversi eccellenti autori bresciani,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,subject,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MW67QacPZAF7,Flora,,,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,text,,,,,,,,,,,,,,,,,,,,,"La bella Flora, che da voi sol spera
Famosi Heroi, e libertate e pace,
Fra speranza, e timor si strugge e sface;
E spesso dice hor mansueta, hor fera:

Oh de' miei figli saggia e prima schiera
Perché di non seguir l'orme vi piace
Di chi col ferro, e con la mano audace
Vi fe' al mio scampo aperta strada e vera?

Perché sì tardi al mio soccorso andate?
Già non produssi voi liberi e lieti
Perché lasciaste me serva, e dolente.

Quanta sia in voi virtù dunque mostrate
E col consiglio, e con la man possente
Fate libera me, voi salvi e queti.",,
PoeticWork,"La bella Flora, che da voi sol spera",,,"La bella Flora, che da voi sol spera","La bella Flora, che da voi sol spera.md",GqRyGBsVcSqq,306070405016695328798,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
