class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,identifier,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,described_by_source,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c4Zf7mDdY26s,Barbara Torelli Benedetti,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dbmAAqzyQVgt,"Barbara Torelli, 1",(van Dooren 1992),,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oNwZL9SndUgS,betrayal,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,depicts,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,text,,,,,,,,,,,,,,,,,,,,"Spenta è d’Amor la face, il dardo è rotto,
E l’arco e la faretra e ogni sua possa,
Poi che ha Morte crudel la pianta scossa,
A la cui ombra cheta io dormia sotto.

Deh perché non poss’io la breve fossa
Seco entrar, dove l’ha il destin condotto,
Colui che appena cinque giorni e otto
Amor legò pria de la gran percossa?

Vorrei col foco mio quel freddo ghiaccio
Intepidire, e rimpastar col pianto
La polve, e ravvivarla a nuova vita:

E vorrei poscia, baldanzosa e ardita,
Mostrarlo a lui, che ruppe il caro laccio,
E dirgli: – Amor, mostro crudel, può tanto.",,
PoeticWork,"Spenta è d'Amor la face, il dardo è rotto",,,"Spenta è d'Amor la face, il dardo è rotto","Spenta è d'Amor la face, il dardo è rotto.md",a8Sr8CwEgp9s,662678792356954549003,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
