class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=22687,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KkirRe7joUQE,Tullia d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,part_of,,,,,,,,11.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fJsWsFf9zJgc,A Pietro Manelli.,Rime della signora Tullia di Aragona et di diversi a lei,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Se ben pietosa madre unico figlio,,,Se ben pietosa madre unico figlio,Se ben pietosa madre unico figlio.md,8k2Y7beH5bEW,139024153082249742403,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
