class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,identifier,http://www.wikidata.org/entity/Q4015285,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,described_by_source,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4rNwxjw3kNQo,Ferrara,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,member_of,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,related_to,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,notable_work,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,interested_in,,,,,,,,,,,,,,,,
Agent,Vittorio Baldini,,,Vittorio Baldini,Vittorio Baldini.md,UWRwVeh9kWAP,546822373910658724314,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",7563.0
