class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,oration,,,oration,oration.md,AkCzeiRWZcTc,180362425480191937783,identifier,http://www.wikidata.org/entity/Q861911,
Concept,oration,,,oration,oration.md,AkCzeiRWZcTc,180362425480191937783,described_by_source,,
