class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,member_reference,member_label,interested_in_value,notable_work_value
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,inception,,,1601.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",,,,,,,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,dissolved,,,,,,,,,,,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,location,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4rNwxjw3kNQo,Ferrara,,,,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,official_website,,,,,,,,,,,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,catalog_identifier,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",385.0,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,member,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BMqAigBp8uEo,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/25S6pggBXEvH', 'label': '(Tostini 2017)'}]",Prospero Bonarelli della Rovere,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,interested_in,,,,,,,,,,,,,,,
Organisation,Accademia degli Intrepidi di Ferrara,Accademia degli Intrepidi di Ferrara.md,Accademia degli Intrepidi di Ferrara,UzQJXxjkUxeZ,556948837379384155201,notable_work,,,,,,,,,,,,,,,
