class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F211090000010101_000000215000C,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/go55DKPGdH54,Vincenzo Ruffo,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Virc3i5ASSn3,Di Vincenzo Ruffo il Primo libro de madrigali a cinque voci,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,text,,,,,,,,,,,,,,"Per aspri boschi e solitari horore
Barbut'e magro io vo soling'e nudo
Colmo d'affanni & carco di dolore
Pallido irsuto e mesto orrend'e crudo
Tenebr'oscura notte antr'e terrore
Ne gl'occhi paventosi alberg'e chiudo
Talché se'l Cigno mi rincontr'a sorte
Canta che'l corpo mio gli parla morte.",,,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,language,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TPCCdMb4KspG,destiny,,,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,poetic_type,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DYmAPqoy7Zec,forest,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUxMMRYHpPZP,night,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4Ghhytt8oGxa,shadow,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7iFPYdb9Lkjr,death,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DJFhRHGa4FSM,swan,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,
MusicComposition,Per aspri boschi e solitari horore (Ruffo),,['Per aspri boschi e solitario orore'],Per aspri boschi e solitari horore (Ruffo),Per aspri boschi e solitari horore (Ruffo).md,fPnARBbLFp22,771411397053830926428,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
