class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_place_of_publication,has_version_publication_date,has_version_external_source,has_version_permalink,contributor_value,subject_value,subject_label,has_part_value,based_on_value,catalog_identifier_value
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,identifier,http://id.sbn.it/bid/TO0E007574,,,,,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aDqLPFtLjEwa,(Testa 2020),,,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Yke38uGdfuBG,biography,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M9iGv9TStxpX,album amicorum,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,title,,,,,,Teatro d'huomini letterati aperto dall'abbate Girolamo Ghilini e consacrato alla santità di nostro signore Urbano Ottauo,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,inception,,,,,,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,has_version,,,,,,,,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QMFSYBz2vKMc', 'label': 'Milano'}]",1638.0,https://archive.org/details/imageGXI282NarrativaOpal,http://id.sbn.it/bid/TO0E007574,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,contributor,,,,,,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NALenMNqEw64,impresa,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,has_part,,,,,,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,based_on,,,,,,,,,,,,,,,,,
Book,Teatro d'huomini letterati,,,Teatro d'huomini letterati,Teatro d'huomini letterati.md,c9HqGX4wa6Ds,704255367148299171145,catalog_identifier,,,,,,,,,,,,,,,,,
