class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value
Place,Ferrara,,,Ferrara,Ferrara.md,4rNwxjw3kNQo,58782441682978048569,identifier,http://www.wikidata.org/entity/Q13362,,,,
Place,Ferrara,,,Ferrara,Ferrara.md,4rNwxjw3kNQo,58782441682978048569,described_by_source,,,,,
Place,Ferrara,,,Ferrara,Ferrara.md,4rNwxjw3kNQo,58782441682978048569,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,
Place,Ferrara,,,Ferrara,Ferrara.md,4rNwxjw3kNQo,58782441682978048569,country,,,,,
