class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sr3NvpXZHRto,Domenico Brunetti,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HdyaPc6TBosQ,Cesare Abelli,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,part_of,,,,,,,,"Di Cesare Abelli il Soligno Accademico Selvaggio, all'auttore.",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KD8CF8tAiKnw,L'Euterpe di Domenico Brunetti,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aPTpWcuQe7Uj,musician,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sr3NvpXZHRto,Domenico Brunetti,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9R22nChmKScL,celestial body,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHJG3dg7VrRb,music making,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bRregcw3FA5L,singer,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,oHEN8oosek3P,934124454585711546585,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
