class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Mantova,,['Mantua'],Mantova,Mantova.md,YtWEY2x38pvJ,637357900128192682309,identifier,http://www.wikidata.org/entity/Q6247,,,,,
Place,Mantova,,['Mantua'],Mantova,Mantova.md,YtWEY2x38pvJ,637357900128192682309,described_by_source,,,,,,
Place,Mantova,,['Mantua'],Mantova,Mantova.md,YtWEY2x38pvJ,637357900128192682309,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Mantova,,['Mantua'],Mantova,Mantova.md,YtWEY2x38pvJ,637357900128192682309,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
