class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,identifier,http://www.wikidata.org/entity/Q3837084,,,,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9RQKQDjJbDUS,(Urbini and Procaccioli 2010),,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aTA3477y5bnj,(Palmer 2016),,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,work_location,,,,,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,member_of,,,,,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UtPfvxiJwb7g,game designer,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,related_to,,,,,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,notable_work,,,,,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JCBpTmtUqcFv,parlour game,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HSc3cvnMPYe2,libro sorte,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Lorenzo Gualtieri,,"['Lorenzo Spirito', 'Lorenzo Spirito Gualtieri']",Lorenzo Gualtieri,Lorenzo Gualtieri.md,KWPenHmnQZny,361084710169517481736,present_in_work,,,,,,,,,,,,,,,,,
