class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,dissolved_reference,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,interested_in_value,interested_in_reference,interested_in_label,notable_work_value,notable_work_label,related_to_value,motto_value
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,identifier,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gVSttRUbFw6e,(Faini 2020),,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TuhZnsrVW6Mf,academy,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,inception,,,,,,1551.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gVSttRUbFw6e', 'label': '(Faini 2020)'}]",,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,dissolved,,,,,,,,1553.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,location,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,official_website,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,catalog_identifier,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",369.0,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,member,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,interested_in,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CrTwYNz6rjM4,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gVSttRUbFw6e', 'label': '(Faini 2020)'}]",heterodoxy,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,notable_work,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/D7Lfbq5eiaTi,Rime di diversi eccellenti autori bresciani,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,related_to,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Dubbiosi di Venezia,,,Accademia dei Dubbiosi di Venezia,Accademia dei Dubbiosi di Venezia.md,kfWdSELgwTFq,880284817067290985876,motto,,,,,,,,,,,,,,,,,,,,,,
