class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,type of musical instrument,type of musical instrument.md,type of musical instrument,6AYmYVgGGYKR,85635261132187317374,instance_of,,,
Concept,type of musical instrument,type of musical instrument.md,type of musical instrument,6AYmYVgGGYKR,85635261132187317374,subclass_of,,,
Concept,type of musical instrument,type of musical instrument.md,type of musical instrument,6AYmYVgGGYKR,85635261132187317374,identifier,,,http://www.wikidata.org/entity/Q110295396
