class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aS9jDyDiqBTA,Francesco Maria Santinelli,,,,,,,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,part_of,,,,,,,,"Canto IX, 59",L'antro e lo coglio di Artefio,122.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQq3N3zLE9Lo,(Santinelli 1985),,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WziXzP4KdMYo,alchemy,,,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7C6Lzp2bTA4j,labyrinth,,,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Da cento lati il Labirinto aperto,,,Da cento lati il Labirinto aperto,Da cento lati il Labirinto aperto.md,7JWRH3yXTik5,109152465965051390058,text,,,,,,,,,,,,,,,,,,,,,,,,,"Da cento lati il Labirinto aperto
All'intreccio frondoso offre l'ingresso:
Per entrarvi a chiunque il calle è certo
Per ritornarnsen poi non è lo stesso,
Che quanto un più dell'edificio in certo
Cerca d'uscir, più s'imprigiona in esso,
E quanto un più s'aggira, erra là dentro,
Né trova mai circonferenza o Centro."
