class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/092810000020101_000000002400C,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/buuMrgamSatG,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,text,,,,,,,,,,,,,,"Ecco'l mio vivo sole,  
Anzi mio chiara luna,  
Cinta d'ardenti rai tutta riluce,  
E chiara più del sole,  
Bianca più de la luna,  
Mostra benigna sua serena luce,  
Né più quel sol ne quella luna luce,  
Ma la mia chiara e bella,  
Sparir fa il sol la luna e qual sia stella.",,,,,,,,,,
MusicComposition,Ecco'l mio vivo sole (Agostini),,,Ecco'l mio vivo sole (Agostini),Ecco'l mio vivo sole (Agostini).md,jZMNvPBxUXFd,857417937631098215582,language,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
