class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,country_value,identifier_value
Place,Belgium,Belgium.md,Belgium,SqdcFP4L9gX5,512503279906568984703,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AyrcL5v7u9qb,country,,
Place,Belgium,Belgium.md,Belgium,SqdcFP4L9gX5,512503279906568984703,country,,,,
Place,Belgium,Belgium.md,Belgium,SqdcFP4L9gX5,512503279906568984703,identifier,,,,http://www.wikidata.org/entity/Q31
