class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,identifier,http://www.wikidata.org/entity/Q109990213,,,,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,described_by_source,,,,,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,member_of,,,,,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,related_to,,,,,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,notable_work,,,,,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,interested_in,,,,,,,,,,,,,,,,
Agent,Vitale Mascardi,,,Vitale Mascardi,Vitale Mascardi.md,Rh9WEK85nQkj,488792601762349574876,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",19166.0
