class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,['water source'],natural spring,natural spring.md,natural spring,XiX6EsWKP6ht,613107093426178037666,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3XraWsE54wKL,natural entity,,
Concept,['water source'],natural spring,natural spring.md,natural spring,XiX6EsWKP6ht,613107093426178037666,subclass_of,,,,
Concept,['water source'],natural spring,natural spring.md,natural spring,XiX6EsWKP6ht,613107093426178037666,identifier,,,,http://www.wikidata.org/entity/Q124714
