class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,identifier,http://www.wikidata.org/entity/Q466851,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8D9273o2DJsH,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZUwAH8aQD4bR', 'label': '(Everson 2017)'}]",Accademia degli Infecondi di Roma,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gMdbT5JfGDFV,philosopher,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,related_to,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,notable_work,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,interested_in,,,,,,,,,,,,,,,,,,
Agent,Elena Cornaro Piscopia,,['Helena Lucrezia Cornaro Piscopia'],Elena Cornaro Piscopia,Elena Cornaro Piscopia.md,9w9F6C279ynQ,163684982793853691803,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP', 'label': 'Italian Women Writers'}",A0236
